00) Zip,01) City,02) State,03) Household median income in dollars,04) Household mean income in dollars,05) Total population 18 to 24 years,06) Percentage of 05) less than high school,07) Percentage of 05) high school,08) Percentage of 05) some college,09) Percentage of 05) bachelor's,10) Total population 25 years and over,11) Percentage of 10)less than 9th grade,12) Percentage of 10) 9th to 12th no diploma,13) Percentage of 10) high school,14) Percentage of 10) some college,15) Percentage of 10) associate's degree,16) Percentage of 10) bachelor's,17) Percentage of 10) graduate degree,18) Total population 25 to 34 years,19) Percentage of 18) high school or higher,20) Percentage of 18) bachelor's or higher,21) Total population 35 to 44 years,22) Percentage of 21) high school or higher,23) Percentage of 21) bachelor's or higher,24) Total population 45 to 64 years,25) Percentage of 24) high school or higher,26) Percentage of 24) bachelor's or higher,27) Total population 65 and over,28) Percentage of 27) high school or higher,29) Percentage of 27) bachelor's or higher,"30) Median earnings in dollars, population 25 and over","31) Median earnings in dollars, population 25 and over less than high school","32) Median earnings in dollars, population 25 and over high school","33) Median earnings in dollars, population 25 and over some college","34) Median earnings in dollars, population 25 and over bachelor's","35) Median earnings in dollars, population 25 and over graduate degree",36) Population total,37) Population percentage: not Hispanic,38) Population percentage: not Hispanic white,39) Population percentage: not Hispanic black,40) Population percentage: not Hispanic American Indian or native,41) Population percentage: not Hispanic Asian,42) Population percentage: not Hispanic native Hawaiian or Pacific islander,43) Population percentage: not Hispanic some other race,44) Population percentage: not Hispanic two or more races,45) Population percentage: not Hispanic two or more races including some other race,46) Population percentage: not Hispanic two or more races excluding some other race,47) Population percentage: Hispanic,48) Population percentage: Hispanic white,49) Population percentage: Hispanic black,50) Population percentage: Hispanic American Indian or native,51) Population percentage: Hispanic Asian,52) Population percentage: Hispanic native Hawaiian or Pacific islander,53) Population percentage: Hispanic some other race,54) Population percentage: Hispanic two or more races,55) Population percentage: Hispanic two or more races including some other race,56) Population percentage: Hispanic two or more races excluding some other race,57) Population total,58) Population percentage: under 5 years,59) Population percentage: 5 to 9 years,60) Population percentage: 10 to 14 years,61) Population percentage: 15 to 19 years,62) Population percentage: 20 to 24 years,63) Population percentage: 25 to 29 years,64) Population percentage: 30 to 34 years,65) Population percentage: 35 to 39 years,66) Population percentage: 40 to 44 years,67) Population percentage: 45 to 49 years,68) Population percentage: 50 to 54 years,69) Population percentage: 55 to 59 years,70) Population percentage: 60 to 64 years,71) Population percentage: 65 to 69 years,72) Population percentage: 70 to 74 years,73) Population percentage: 75 to 79 years,74) Population percentage: 80 to 84 years,75) Population percentage: 85 years and over,76) Population percentage: 5 to 14 years,77) Population percentage: 15 to 17 years,78) Population percentage: 18 to 24 years,79) Population percentage: 15 to 44 years,80) Population percentage: 16 years and over,81) Population percentage: 18 years and over,82) Population percentage: 60 years and over,83) Population percentage: 62 years and over,84) Population percentage: 65 years and over,85) Population percentage: 75 years and over,86) Median age,87) Sex ratio (males per 100 females),88) Age dependency ratio,89) Old-age dependency ratio,90) Child dependency ratio,91) Licenses,92) Manufacturing,93) Gun purchases approximate,VIOLENT?
12139,PISECO,NY,57292,72777,16,0,6.25,93.75,0,236,0,10.59322034,45.33898305,8.474576271,22.45762712,7.627118644,5.508474576,1,100,0,33,100,18.18181818,157,87.89808917,5.732484076,45,86.66666667,35.55555556,32153,108250,NaN,31643,36250,NaN,278,98.92086331,98.20143885,0,0,0,0,0,0.71942446,0,0.71942446,1.079136691,0,0,0,0,0,0,1.079136691,1.079136691,0,278,0.7,2.2,4.7,3.6,4,0.4,0,5.8,6.1,10.1,7.6,3.2,35.6,5.8,7.2,1.8,1.1,0.4,6.8,1.8,5.8,19.8,92.4,90.6,51.8,39.2,16.2,3.2,60.1,150.5,34.3,21.7,12.6,0,638210,5.207673588,1
54763,RIDGELAND,WI,57292,75859,70,15.71428571,40,44.28571429,0,837,0.597371565,5.615292712,44.08602151,17.92114695,16.72640382,10.03584229,5.017921147,95,93.68421053,14.73684211,159,98.11320755,13.83647799,396,94.19191919,16.16161616,187,89.30481283,13.90374332,32451,18750,30398,34545,45625,61250,1191,97.22921914,96.80940386,0,0,0.251889169,0,0,0.167926113,0,0.167926113,2.770780856,2.434928631,0,0,0,0,0.335852225,0,0,0,1191,3.7,8,7.1,7.8,3.2,3.9,4.1,5,8.3,7.5,6.5,9.1,10.2,6,3.8,1.8,3.4,0.8,15,5.1,5.9,32.3,79.7,76.2,25.9,22.2,15.7,6,44.4,103.2,65.4,26,39.4,128,27745,79.00342902,1
13650,HENDERSON,NY,57292,97899,88,0,21.59090909,42.04545455,36.36363636,1195,1.255230126,4.769874477,31.29707113,22.34309623,15.48117155,18.07531381,6.778242678,212,91.50943396,7.547169811,85,100,44.70588235,551,97.27767695,25.04537205,347,88.76080692,30.25936599,29801,27188,27404,24258,47014,105284,1612,97.08436725,96.09181141,0,0,0,0,0,0.992555831,0,0.992555831,2.915632754,2.729528536,0,0,0.062034739,0,0.124069479,0,0,0,1612,1.9,8.3,4.8,6.3,4.6,4.7,8.5,3.3,1.9,5.9,14,8.5,5.8,8.4,6.1,2.8,2.5,1.7,13.1,5.4,5.5,29.3,84.4,79.6,27.4,25.2,21.5,7,49.9,96.3,72.2,37.1,35.1,0,21,30.19701375,1
12404,ACCORD,NY,57292,123389,353,10.4815864,16.99716714,51.84135977,20.67988669,2538,2.285263987,4.649330181,31.7178881,22.18282112,5.791962175,22.77383767,10.59889677,200,97.5,12,575,95.65217391,62.08695652,1093,96.79780421,29.36870997,670,83.43283582,21.64179104,42659,NaN,NaN,NaN,64833,NaN,3576,94.26733781,86.94071588,1.985458613,0.111856823,0.139821029,0,0,5.089485459,0.755033557,4.334451902,5.732662192,0.195749441,0,0,0,0,1.006711409,4.530201342,0.363534676,4.166666667,3576,8.9,3.4,5.4,3.2,8.2,1.5,4.1,9.4,6.7,8.1,10.7,7.1,4.7,7.7,6.7,1.6,1.1,1.6,8.8,1.5,9.9,33.1,82.4,80.8,23.4,20.4,18.7,4.3,44.4,99.9,61,30.2,30.8,0,0,66.98791637,0
40065,SHELBYVILLE,KY,57295,69780,2286,19.64129484,38.67016623,39.23884514,2.449693788,20193,6.700341703,8.800079235,31.93680979,22.79502798,7.908681226,12.60337741,9.255682662,3816,85.06289308,21.35744235,4444,81.79567957,23.96489649,7828,86.10117527,21.78078692,4105,83.84896468,20.19488429,32227,21726,27186,31150,44325,55194,30359,89.1004315,76.98211404,7.994334464,0.036233078,1.231924635,0,0.612668401,2.243156889,0.075760071,2.167396818,10.8995685,8.14256069,0.362330775,0.023057413,0,0,2.02905234,0.342567278,0.342567278,0,30359,7.5,8.1,6,6.1,5.7,6.4,6.2,7.7,7,7.2,6.6,5.8,6.1,4.6,3.2,2.4,1.9,1.4,14.1,4.4,7.5,39.1,76.7,74,19.6,17,13.5,5.7,37.6,92.9,65.2,22.3,42.9,0,0,1983.562496,0
23011,BARHAMSVILLE,VA,57295,80520,155,60,34.83870968,3.870967742,1.290322581,1234,2.025931929,8.670988655,45.3808752,25.36466775,7.131280389,6.726094003,4.700162075,209,82.29665072,4.784688995,366,94.80874317,8.196721311,492,94.10569106,17.07317073,167,71.85628743,10.17964072,24974,NaN,17039,33567,155486,21354,1603,95.94510293,67.62320649,27.448534,0,0,0,0,0.873362445,0,0.873362445,4.054897068,3.119151591,0.249532127,0,0,0,0.68621335,0,0,0,1603,1.7,6.1,2.7,5.1,7.4,7.7,5.4,9.8,13,8.4,6.2,5.7,10.4,4.2,0.8,2.7,1.6,1.1,8.8,2.8,9.7,48.3,89.5,86.7,20.8,12.6,10.4,5.4,42.5,148.9,31.2,13.7,17.5,107,93,107.3479205,1
53034,HUSTISFORD,WI,57297,60101,175,13.71428571,33.71428571,46.28571429,6.285714286,1206,2.653399668,3.150912106,45.35655058,25.95356551,9.784411277,9.784411277,3.316749585,151,97.35099338,11.9205298,206,98.54368932,18.44660194,598,92.47491639,10.2006689,251,92.82868526,16.33466135,35911,54167,31335,36897,45833,36667,1744,97.93577982,95.64220183,0,1.26146789,0,0,0,1.032110092,0,1.032110092,2.064220183,1.318807339,0,0,0,0,0,0.745412844,0,0.745412844,1744,6.4,6.6,5,7.5,5.4,2.7,6,4.6,7.2,9.3,7.5,9.4,8.1,6,3.5,1.8,1.7,1.4,11.6,2.8,10,33.3,80.8,79.2,22.5,18.7,14.4,4.9,43.4,96.6,54.3,22.2,32.1,193,482,115.6859616,1
36870,PHENIX CITY,AL,57297,66438,2019,16.34472511,32.49133234,50.37147103,0.792471521,12827,3.734310439,8.482108053,31.47267483,26.44421923,9.854213768,13.23770172,6.774771965,2744,92.09183673,25.65597668,3221,93.54237814,23.34678671,5042,88.43712812,18.56406188,1820,69.28571429,9.615384615,37057,20970,30055,37167,43387,65515,20667,97.63390913,76.04393478,17.25939904,0.377413268,0.570958533,0.183868002,0.261286108,2.937049402,0.174190739,2.762858664,2.36609087,1.558039386,0.149997581,0,0,0,0.658053902,0,0,0,20667,7,9.3,6.7,7.3,7.6,5.2,8,6,9.6,5.8,8.3,5.2,5.1,4.2,1.8,1.1,0.8,1,16,5.1,9.8,43.7,75.5,71.8,13.9,11.7,8.8,2.9,34.4,103.8,58.7,14,44.7,95,95,1347.674707,1
14905,ELMIRA,NY,57297,80479,533,11.44465291,28.33020638,45.21575985,15.00938086,6555,2.730739893,3.310450038,20.90007628,20.06102212,9.641495042,20.22883295,23.12738368,857,96.49941657,34.07234539,1060,91.41509434,46.98113208,2460,94.71544715,43.49593496,2178,93.34251607,45.087236,43689,NaN,28973,35907,48750,59264,9150,98.32786885,90.44808743,4.120218579,0,0.426229508,0.087431694,0,3.245901639,0,3.245901639,1.672131148,0.524590164,0.371584699,0,0,0,0.775956284,0,0,0,9150,5.8,5.6,7.1,5.1,4.8,4.6,4.8,7,4.5,7.1,7,6.2,6.6,7.6,5.7,3.5,2.3,4.7,12.7,4.1,5.8,30.9,80.6,77.5,30.4,27.9,23.8,10.5,45.4,94.6,86.4,44.4,42,160,27,171.4036451,1
80911,COLORADO SPRINGS,CO,57300,67891,3084,17.60700389,31.54993515,44.8767834,5.966277562,20610,1.572052402,5.686559922,26.13294517,30.90247453,14.19699175,13.88646288,7.622513343,5028,96.91726333,18.59586317,3767,91.2397133,33.18290417,7836,94.00204186,19.920878,3979,86.403619,17.26564463,36589,29000,30954,35128,49519,50194,32530,81.74915463,64.04857055,7.430064556,0.436520135,2.874269905,0.811558561,0.162926529,5.98524439,0.079926222,5.905318168,18.25084537,12.65908392,0.46726099,0.039963111,0.064555795,0,2.093452198,2.926529358,0.713187827,2.213341531,32530,7.7,7.3,8.2,6.4,7,8,7.4,6.1,5.5,5.7,6.3,7.1,5,4.1,2.8,2.8,1.7,0.9,15.6,3.9,9.5,40.4,75.2,72.8,17.2,15,12.2,5.4,33.3,95.5,65,20.2,44.8,483,141,2994.681338,0
18844,SPRINGVILLE,PA,57300,68714,102,25.49019608,30.39215686,41.17647059,2.941176471,1386,3.03030303,9.812409812,44.44444444,19.91341991,7.503607504,10.17316017,5.122655123,231,73.16017316,18.18181818,209,100,21.05263158,595,92.94117647,17.4789916,351,78.91737892,6.267806268,28795,25099,25313,35568,41818,54519,2038,99.75466143,99.16584887,0,0,0,0,0,0.588812561,0,0.588812561,0.245338567,0.245338567,0,0,0,0,0,0,0,0,2038,5.4,9.5,8,6.4,2.6,3.4,7.9,4.8,5.5,6.4,6.9,10.3,5.6,5.7,4.3,3.1,1.9,2.2,17.5,4.1,5,30.7,75.6,73,22.9,21,17.2,7.2,42.2,98.4,79.2,30.9,48.4,0,0,140.3588904,0
88240,HOBBS,NM,57302,70336,3987,25.40757462,33.33333333,38.77602207,2.483069977,23502,13.33929027,15.3263552,30.53782657,20.27487022,7.024934048,8.731171815,4.765551868,6050,82.80991736,10.47933884,4963,66.16965545,12.17005843,8561,70.51746291,15.32531246,3928,61.96537678,15.83503055,37447,24898,35315,41621,43354,60448,39568,42.21845936,33.66103922,5.234027497,0.912353417,0.202183583,0.055600485,0.212292762,1.940962394,0.068236959,1.872725435,57.78154064,52.51465831,0.040436717,0.085928023,0,0.022745653,4.124545087,0.99322685,0.351293975,0.641932875,39568,8.7,8.9,8.9,7.2,6.9,7.7,7.6,7.2,5.3,5.3,6.3,6,4,2.8,2.4,1.7,1.6,1.4,17.8,4,10.1,41.9,72,69.5,13.9,12.3,9.9,4.7,31.2,108.4,67.9,16.7,51.3,59,0,2761.072636,0
78130,NEW BRAUNFELS,TX,57304,72189,5573,15.00089718,45.93576171,31.36551229,7.697828818,44220,6.521935776,5.199004975,28.79918589,24.56806875,8.349163275,19.86431479,6.698326549,9767,92.60776083,26.23118665,9337,89.63264432,30.74863447,15811,88.57757258,24.69167036,9305,81.86996239,25.88930682,34983,22710,29699,35184,47915,61736,67704,63.03615739,58.45001772,1.985111663,0.155086849,1.24660286,0.017724211,0.162471937,1.019142148,0.050218599,0.96892355,36.96384261,31.43388869,0.220075623,0.082712986,0.023632282,0,3.692544015,1.510989011,0.994032849,0.516956162,67704,7.3,7.2,8.2,6.2,5.8,7.1,7.4,6.5,7.3,6.8,5.6,5.8,5.1,4.6,3,2.2,1.9,2.1,15.4,3.8,8.2,40.2,76,73.5,18.9,16.4,13.7,6.1,35.7,92.3,67.2,23,44.2,224,338,3258.295766,1
55060,OWATONNA,MN,57305,71547,2269,19.43587483,29.61657118,39.2243279,11.72322609,19522,2.837823993,4.400163918,34.79663969,22.27230817,9.184509784,19.15787317,7.350681283,3477,88.75467357,24.38884095,3592,96.46436526,37.58351893,7960,95.54020101,27.03517588,4493,87.98130425,18.36189628,40086,28621,32567,36839,53841,63843,28996,92.50931163,86.45675266,3.452200303,0.113808801,1.055317975,0.017243758,0,1.413988136,0.065526279,1.348461857,7.490688371,2.900400055,0.11036005,0.006897503,0.327631397,0,3.886742999,0.258656366,0.258656366,0,28996,6.6,7.8,6.5,6.2,5.6,5.6,6.4,5.6,6.8,6.6,7.5,6.7,6.6,4.5,3.6,2.5,2.3,2.6,14.3,4,7.8,36.2,77.8,75.2,22.1,19.5,15.5,7.5,39.8,98.4,67.6,26,41.7,114,1,1677.682848,0
14546,SCOTTSVILLE,NY,57306,68546,340,2.941176471,33.52941176,55.29411765,8.235294118,3478,0.431282346,3.967797585,26.88326624,23.31799885,13.74353076,19.0626797,12.59344451,704,99.00568182,39.48863636,522,92.33716475,31.80076628,1624,96.92118227,29.92610837,628,91.08280255,27.22929936,34149,24833,30577,32447,50156,51397,4834,96.42118329,86.51220521,7.902358295,0,0.496483244,0,0,1.510136533,0,1.510136533,3.578816715,0.91021928,2.04799338,0,0,0,0.268928424,0.351675631,0.248241622,0.103434009,4834,3.4,7,7.6,4.4,5.7,9.7,4.9,4.9,5.9,6.6,8.6,10.4,7.9,6.8,2,1.7,1.4,1.1,14.5,3,7,35.4,81.4,79,20.9,17.4,13,4.2,41.8,100.7,51.5,19.7,31.8,0,9,90.55357598,0
97408,EUGENE,OR,57306,83315,827,13.54292624,47.52116082,28.89963724,10.0362757,8872,0.980613165,2.490982867,20.29981966,30.26375113,9.276375113,24.43642922,12.25202885,1383,98.84309472,28.56109906,1470,95.17006803,46.32653061,3525,96.05673759,35.20567376,2494,96.71210906,37.61026464,38830,34375,31532,32039,51448,66429,12112,95.85535007,88.5155218,0.668758256,0.767833554,2.650264201,0,0,3.252972259,0,3.252972259,4.144649934,2.66677675,0.049537649,0.074306473,0.305482166,0,0.478863937,0.569682959,0,0.569682959,12112,4.8,4.4,6.3,6.4,4.9,6.6,4.9,5.3,6.8,7.4,6.2,7.2,8.2,7,4.2,3.2,4,2.1,10.7,4.4,6.8,34.8,83.4,80.1,28.8,25.8,20.6,9.3,44.8,93.1,68.1,34.6,33.5,151,85,1076.459297,0
5760,ORWELL,VT,57308,64496,166,18.07228916,46.98795181,29.51807229,5.421686747,888,0.900900901,6.644144144,34.68468468,12.38738739,12.95045045,24.54954955,7.882882883,98,84.69387755,32.65306122,156,88.46153846,43.58974359,380,97.10526316,26.05263158,254,90.94488189,35.03937008,30583,NaN,31477,31827,28971,51000,1318,100,95.22003035,1.28983308,0,2.048558422,0,1.28983308,0.151745068,0,0.151745068,0,0,0,0,0,0,0,0,0,0,1318,4.6,4.6,7,8.4,8.1,3.9,3.6,4.3,7.5,8.1,7.7,8.2,4.9,6.3,6.1,3.7,1.3,1.8,11.5,3.9,12.6,35.8,82.9,80,24.1,22.2,19.3,6.8,44.3,98.2,64.8,31.8,33,124,73,89.78534308,1
11367,FLUSHING,NY,57310,75557,4601,7.172353836,21.60399913,57.13975223,14.08389481,28325,8.345984113,6.065313327,25.18623124,11.84466019,9.383936452,22.01235658,17.16151809,6711,94.94859186,53.27074952,5208,89.99615975,40.8218126,10467,81.77128117,32.79831852,5939,77.87506314,33.03586462,40671,18345,33111,36833,47153,63211,42663,83.88767785,47.67597215,8.269460657,0.142981037,24.77556665,0,0,3.023697349,0.203923775,2.819773574,16.11232215,9.537538382,0.836790662,0.09844596,0.138293135,0,4.397252889,1.104001125,0.642242693,0.461758432,42663,8.8,6.5,4.7,5.7,7.9,8.9,6.8,5.7,6.5,4.5,5.8,6.9,7.4,5.3,3.6,2.1,1.3,1.7,11.2,2.8,10.8,41.5,79.1,77.2,21.3,17.8,13.9,5.1,35.4,91.1,58.1,22,36.1,0,495545,799.1905693,1
98565,NAPAVINE,WA,57313,65421,62,12.90322581,30.64516129,56.4516129,0,446,2.242152466,7.847533632,30.2690583,26.00896861,19.7309417,13.90134529,0,157,94.26751592,21.01910828,47,100,17.0212766,152,86.18421053,8.552631579,90,83.33333333,8.888888889,31528,24722,35139,27222,50156,NaN,768,100,95.3125,0,3.90625,0,0,0,0.78125,0,0.78125,0,0,0,0,0,0,0,0,0,0,768,14.2,8.7,5.7,6.4,6.9,9.5,10.9,4.9,1.2,5.2,4.8,4,5.7,3.6,5.3,1.4,0.9,0.4,14.5,5.2,8.1,39.8,70.2,66.1,17.4,13.8,11.7,2.7,29.6,139.3,83.7,21.5,62.2,0,4373,45.35453291,0
8107,OAKLYN,NJ,57314,75537,1121,12.39964318,28.09991079,47.72524532,11.77520071,9078,2.555628993,7.281339502,29.15840494,19.22229566,8.327825512,22.43886319,11.01564221,2403,90.84477736,42.53017062,1474,90.8412483,37.10990502,3523,93.24439398,30.65569117,1678,82.1215733,23.1227652,37905,19679,26145,36489,45033,51998,12887,83.6889889,65.15092729,13.2148677,0,4.042833864,0,0.325909832,0.954450221,0.178474432,0.77597579,16.3110111,6.735469853,2.25032979,0,0.031039032,0,6.976022348,0.318150074,0.217273221,0.100876853,12887,5.4,5.4,6.9,5.4,6.4,10,8.7,5.4,6,8.2,7.8,6.4,4.9,4,4.2,1.5,2.2,1.1,12.3,3.2,8.7,41.9,80.7,79.1,17.9,16.2,13,4.8,36.5,101.1,51.2,19.7,31.5,0,57,189.7698885,1
16229,FREEPORT,PA,57316,67776,274,15.32846715,24.08759124,48.54014599,12.04379562,3612,1.522702104,4.069767442,39.06423034,19.87818383,13.0952381,16.38981174,5.980066445,747,99.46452477,35.74297189,624,97.59615385,27.56410256,1396,94.98567335,19.55587393,845,86.62721893,11.36094675,36667,32159,32684,33525,44395,69669,4995,99.55955956,99.41941942,0.02002002,0,0,0,0,0.12012012,0,0.12012012,0.44044044,0,0,0,0,0,0.18018018,0.26026026,0.26026026,0,4995,6.7,5,7.7,4.1,4.1,7.5,7.4,6.6,5.9,6.1,6.4,9.8,5.6,5.7,4.7,2.7,1.6,2.1,12.8,2.7,5.5,35.7,79.8,77.8,22.5,19.9,16.9,6.5,40.8,108.1,64.3,27.8,36.5,0,0,344.0101362,0
94589,VALLEJO,CA,57316,67953,3155,15.43581616,37.5911252,40.53882726,6.434231379,20569,7.414069717,7.535611843,31.35786864,25.04253974,9.747678545,15.11011717,3.792114347,4105,87.81973203,16.02923264,4052,84.74827246,14.51135242,8259,85.712556,19.79658554,4153,81.29063328,24.2475319,34491,25655,27698,38105,50397,54125,30593,69.5257085,17.64455921,24.28006407,0,23.00199392,1.300951198,0.032687216,3.265452881,0.049030824,3.216422057,30.4742915,20.21050567,1.042722191,0.153629915,0.607982218,0.035955938,6.527637041,1.89585853,0.640669434,1.255189096,30593,7.3,4.9,5.5,7.1,7.9,7.2,6.3,6.9,6.3,6.5,6.9,6.3,7.3,4.6,3.2,2.6,1.5,1.8,10.4,4.7,10.3,41.6,80.9,77.5,20.8,18.1,13.6,5.8,37.4,90.8,56.3,21.2,35.1,167,81,970.8820283,1
94533,FAIRFIELD,CA,57316,73466,7881,19.42646872,39.66501713,37.12726811,3.781246035,46175,10.39956687,9.611261505,27.28316188,25.8040065,8.838115864,13.51380617,4.550081213,11319,81.66799187,13.90582207,9059,73.58428083,21.48139971,17333,82.87082444,19.06190504,8464,78.69801512,17.92296786,34976,21735,29476,38738,52323,82798,72349,63.10799044,26.99138896,15.75695587,0.337254143,13.45837537,1.195593581,0.142365478,5.226057029,0.192124286,5.033932743,36.89200956,15.90070353,0.486530567,0.301317226,0.411892355,0.016586269,17.63811525,2.136864366,0.830695656,1.30616871,72349,6.6,8.1,6.5,6.7,8.3,8.2,7.4,6.7,5.8,6.6,6.9,5.7,4.7,3.4,2.9,2.5,1.5,1.4,14.6,4.1,10.9,43.2,77.5,74.7,16.4,14.7,11.7,5.4,33.9,96.8,58.7,18.6,40.1,0,0,2296.026668,0
57793,WHITEWOOD,SD,57317,58867,65,30.76923077,46.15384615,10.76923077,12.30769231,1599,2.126328956,3.377110694,38.71169481,21.70106316,9.318323952,15.3220763,9.443402126,166,95.18072289,35.54216867,249,97.99196787,41.76706827,611,96.72667758,23.73158756,573,90.40139616,15.35776614,28772,NaN,16250,28878,32500,62566,2183,98.85478699,94.64040311,0,3.481447549,0,0,0,0.732936326,0,0.732936326,1.14521301,0.458085204,0,0,0,0,0.04580852,0.641319285,0.183234082,0.458085204,2183,5,7.9,8.2,3.6,2,3.7,3.9,4.9,6.5,5.4,5.1,7,10.5,15.9,6.1,1.9,0.1,2.2,16.1,2.7,3,24.6,78.4,76.2,36.8,31.2,26.2,4.2,48.5,110.5,100.1,52.5,47.6,0,0,254.045787,0
38011,BRIGHTON,TN,57318,71181,863,5.793742758,54.34530707,30.70683662,9.154113557,6705,3.877703207,7.889634601,38.62788963,25.68232662,7.815063386,10.00745712,6.099925429,1158,89.29188256,19.17098446,1299,89.29946112,22.94072363,2885,92.79029463,15.14731369,1363,76.66911225,9.024211299,40066,20614,35201,37015,46016,57321,10327,98.17952939,84.93270069,9.722087731,0,1.355669604,0,0,2.169071366,0.13556696,2.033504406,1.820470611,1.41376973,0.290500629,0,0,0,0.116200252,0,0,0,10327,6.3,7.5,8.4,6.9,6,5.4,5.8,5.8,6.8,7.9,7,6.4,6.6,5.4,2.8,1.7,1.8,1.5,15.9,4.5,8.4,36.7,76.6,73.3,19.8,16.5,13.2,5,38.1,92.7,66.4,22,44.5,0,0,954.2559656,0
15732,CREEKSIDE,PA,57321,64120,207,4.830917874,52.65700483,29.95169082,12.56038647,1161,3.100775194,8.87166236,56.84754522,11.62790698,7.579672696,7.235142119,4.737295435,185,97.2972973,15.67567568,211,91.46919431,21.32701422,525,88.76190476,9.904761905,240,76.25,5.416666667,35278,22500,36375,30433,43375,57500,1737,99.88485895,98.21531376,0,0,0,1.554404145,0,0.115141048,0,0.115141048,0.115141048,0.115141048,0,0,0,0,0,0,0,0,1737,5.9,4.3,5.5,8.3,9.1,4.6,6,5.4,6.7,7.7,9.3,5.2,8.1,5.2,4.3,1.7,1.7,0.9,9.8,5.5,11.9,40.2,82.4,78.8,21.9,18.9,13.8,4.3,40.5,99.2,54,21.3,32.7,0,17,119.6287501,1
59450,HIGHWOOD,MT,57321,68765,60,11.66666667,40,16.66666667,31.66666667,346,0.578034682,1.734104046,15.02890173,18.49710983,8.38150289,49.13294798,6.647398844,64,100,75,45,97.77777778,75.55555556,141,96.45390071,43.26241135,96,97.91666667,52.08333333,39375,NaN,30417,25938,51591,39375,556,100,96.76258993,0,0.179856115,0.35971223,0,0,2.697841727,0,2.697841727,0,0,0,0,0,0,0,0,0,0,556,3.8,15.5,2.2,7.4,9,2.5,9,5.2,2.9,5,9.5,4.3,6.5,3.2,5.2,4.7,3.4,0.7,17.6,5.6,10.8,36,77.9,73,23.7,21.2,17.3,8.8,37.2,103.7,79.4,31,48.4,84,0,59.27947804,0
57012,CANISTOTA,SD,57321,72994,147,4.081632653,47.61904762,40.13605442,8.163265306,757,7.661822985,7.001321004,25.36327609,23.64597094,14.66314399,18.75825627,2.906208719,122,74.59016393,14.75409836,109,88.99082569,29.35779817,306,94.11764706,28.75816993,220,77.27272727,11.81818182,38438,16146,24375,51042,47552,59063,1201,94.67110741,90.92422981,0.24979184,0.999167361,0,0,0,2.497918401,0,2.497918401,5.32889259,2.081598668,0,0,0,0,2.914238135,0.333055787,0,0.333055787,1201,10.6,7.5,5.4,2.5,11,4.7,5.4,6.5,2.6,7.6,5.8,5.6,6.5,6,3.7,2.2,2.1,4.3,12.9,1.2,12.2,32.7,76,75.3,24.8,21.4,18.3,8.6,36.3,72.3,75.6,32.2,43.4,0,0,139.7659139,1
77444,GUY,TX,57321,110185,62,0,69.35483871,30.64516129,0,543,6.629834254,16.39042357,55.98526703,12.3388582,2.209944751,3.130755064,3.314917127,118,75.42372881,18.6440678,99,42.42424242,0,271,85.60885609,4.79704797,55,100,0,55682,21300,NaN,43375,55568,NaN,793,73.39218159,72.38335435,0.504413619,0,0,0,0,0.504413619,0,0.504413619,26.60781841,23.7074401,0.504413619,0,0,0,1.891551072,0.504413619,0.504413619,0,793,2.3,7.8,7.6,9,4.9,4.2,10.7,7.3,5.2,5.5,7.4,14.1,7.1,5.2,0,1.8,0,0,15.4,6.1,7.8,41.2,80.7,76.3,14,8.2,6.9,1.8,37.3,100.3,44.2,10,34.2,0,0,38.16360249,0
75067,LEWISVILLE,TX,57325,70119,6045,15.46732837,28.30438379,45.54177006,10.68651778,43214,6.993104087,6.185495441,22.46725598,23.4345351,7.763687694,24.13106864,9.024853057,14480,90.68370166,38.90883978,10165,83.51205116,33.73339892,13900,88.08633094,31.10071942,4669,78.28228743,20.17562647,38303,25418,29705,37100,50203,63234,66493,67.9184275,42.31122073,11.71401501,0.290256117,10.15445235,0.03308619,0.150391771,3.265005339,0.118809499,3.14619584,32.0815725,23.87920533,0.469222324,0.094746815,0.034590107,0,5.993112057,1.610695863,0.412073451,1.198622411,66493,8.5,7.5,6.5,5.4,7.1,12.4,9.4,8.1,7.2,6.4,6.4,5,3.2,3,1.7,0.9,0.7,0.6,14,3.4,9.1,49.6,76.6,74.1,10.2,8.8,7,2.3,31.3,95.5,49.1,10.5,38.6,0,0,3200.015662,0
32327,CRAWFORDVILLE,FL,57326,64395,2160,29.62962963,30.97222222,39.39814815,0,19592,3.067578604,9.406900776,36.81094324,24.20886076,9.697835851,11.45365455,5.354226215,4007,87.89618168,12.02894934,4283,88.76955405,18.84193322,7907,88.52915138,19.24876692,3395,83.18114875,14.19734904,35982,24278,32631,33397,42409,56957,27616,95.92265353,77.46958285,16.07039397,0.648174971,0.456257242,0,0,1.278244496,0.079663963,1.198580533,4.077346466,3.363991889,0.191917729,0,0,0,0.521436848,0,0,0,27616,5.3,5.3,6.8,5.4,6.1,7,7.5,7.4,8.1,7.6,8.5,7.2,5.4,4.2,3.7,1.9,1.4,1.1,12.2,3.8,7.8,41.6,81.3,78.8,17.7,14.9,12.3,4.4,39.2,132.6,50.4,18.5,31.9,120,15,1560.956097,1
